"cleaned_comment","likes_count"
"saya seorang pedagang pak.. dan kenapa banyak orang yang membeli roko elegal palsu atau murahan lah karna rokok resmi harganya melonjak bukan main pak... bukan saya ingin jual rokok gak resmi palsu akan tetapi rokok resmi jauh dari kemampuan mereka pembeli rokok resmi...","1"
"mbg kasih duitx saja pak, kasih mentahx saja.","1"
"mbg di satu sisi baik, tp juga merugikan banyak pedagang kecil keliling, kantin dll","0"
"baiknya segera kan dicari mitigasi nya, agar semua bisa tetap kerja, tp rakyat nya ttp sehat..","0"
"setuju pak menkeu purbaya, buang laporan data yang abs asal bapak senang, hanya akan menyesatkan,dan jauh dr perbaikan kondisi perekonomian di negri ini","0"
"yang begini , mentri yg harus nya ad harus nya dr dulu , tau mensejahterah kan lapangan kerja ..","0"
"mantap pak mentri","0"
"luar biasa the best purbaya","0"
"ini namanya ekonom hebat","0"
"inilah sosok yang di butuhkan indonesia , saya harap pak anies dan pak mahfud masuk dalam tim pak prabowo .","0"
"setidaknya dia punya logika yang fair.","0"
"sri sri kamu membuat orang jadi lebih sulit tanpa memahami bahwa rokok tanpa cukai sudah beresar buanyak. cek statistiknya dong","0"
"menteri keuangan terbaru tercinta","0"
"pantes rokok mahal tapi petani tembako gak sejahtera.","0"
"pak mentri ini kelihatan cerdasnya dalam analisa","0"
"efek tinggi nya cukai rokok, para perokok beralih ke rokok ilegal atw non cukai. efek nya rokok yg legal cukai nya, jadi menurun penjualannya. dan dampak paling akhir, perusahaan rokok akan mengurangi para pekerja. hitung habis habisan pak, termasuk devisa dari kementerian lainnya, seperti menteri perdagangan, menteri bumn, menteri tenaga kerja, imigrasi, hgu, lahan berikat dan lainnya yg menjadi devisa negara. mainkan hitungan resistor dan kapasitor sehingga jadi hemat dalam pemakaian listrik. semangat pak.","1"
"mantaaap pak mentri, turunkan juga pajak pajak yang lain, terutama yang menindas masyarakat miskin.","0"
"mantap semua lini di cambangi, teruskan pak","0"
"moga aja pa mentri bisa bekerja dgn baik..","0"
"menurut saya mengurangi jumlah perokok dg cara menaikan cukai dan harga rokok, tidak akan berefek apapun. kami hanya akan mengganti merk lain yg lebih terjangkau","0"
"semoga bapak sukses mengatasi ekonomi skarang ini pak","0"
"tiga org aja kayak bapak ini, satu di ekonomi, satu di hukum, satu lagi di birokrasi, mungkin sudah hemat brp uang. karena gak perlu lagi banyak banyak menteri.","0"
"yang betul bukan rokok palsu tapi tanpa cukai. kalau punya cukai maka ga akan di kejar. jadi masalahnya cukai tak dibayar.","0"
"alhamdulillah","0"
"ini baru menteri keuangan......","0"
"wah hebat pak menkeu...saya salut dg cara pikir bapak","0"
"good mr realistis, tq.","0"
"hebat men keu pk purbaya","0"
"kerens sih pemikiran bapaknya. tdak boleh menerbitkan kebijakan yg mlah 'membunuh' tenaga kerja itu. harus disiapkan wadah untuk yg di phk itu. good job idea","0"
"keren pak prabowo, mndpat mntri sekelas ini","0"
"buka lapangan kerja di setiap kecamatan bpk mentri yg menyerap ribuan, biar tiap kecamatan ekonomi makmur","0"
"ayo pak banggakan suku sunda","0"
"semestinya, sudah lunas utang negara ini dilihat dari uang cukai rokok selama ini dong!!!!! gak jelas bagian keuangan kita......","0"
"semoga pak purbaya jujur dan amanah dalam mengambil kebijakan menuju indonesia maju","0"
"masalah rokok karena indonesia ditekan who salah satunya, makanya cukai tinggi, maka rakyat yg merokok beralih ke yg murah","0"
"sederhana penjabarannya....pelajari proses menentukan yg benar secara hukum dan kemanusian","0"
"mudah2an ada titik terang buat industri lokal","0"
"pak purbaya setuju","0"
"gambaran contoh kasar... harga btg rp.2300 cukai rp.1200x16btg hari. jml perokok aktif indonesia usia produktif 30 x280jt jiwa. perhari masukan dr cukai rokok kurleb... 1500 m .","0"
"pemikiran pk menkeu bener2 representasi harapan rakyat. layak maju capres.... pdip ambil kandidat ini.... josss...","1"
"gw sih jujur penasaran banget kalo bliau ngobrol bareng kdm kayaknya bakal seru dan sepemahaman.","0"
"setuju bagus lanjutkan","0"
"ayo pak . turunkan harga cukai. biar rokok gak mahal2.","0"
"sederhana jelas padat","0"
"selamatkan negeri ini dari pajak yg tinggi,agar ekonomi indonesia jalan,perputaran uang jalan,rakyat semakin produktif","0"
"akhirnya dapat menteri yang bukan srimulat","1"
"menaikan cukai rokok tdk akan menekan konsumsi rokok, karena akan muncul industri ilegal , karena bahan bakunya bisa di tanam oleh petani...","0"
"terima kasih pak menkeu. semoga kau di beri olloh hu taala umur panjang. ami","0"
"logis dan mudah dicerna. masuk akal pak","0"
"contoh orang cerdas solusi dulu baru bertindak","0"
"seneng gue sma pak menteri","0"
"pajak roko emang mahal, masarakat hanya terpaksa membelinya , karna tidak merokok tau sendirilah hanya orng yg paham merokok","0"
"banyak sekali dampaknya cukai rokok mahal, sekarang tembakau lapangan di daerah murah, terjadi lapangan kerja menurun, dan para pedagang pakaian makanan jadi kurang laku, di karena kan tanam tembakau, jika tidak untung sedikit paling rugi besar dan ikat kepala mau pecah, lihat cuaca hujan besar..","0"
"makin kesini makin like sm pak p... gass poll pak... good job","0"
"keren mengayomi,, bijaksana","0"
"orang sunda. pemimpin nya baik2 ya","0"
"alhamdulillah, mantab pak","0"
"pegawainya juga di periksa pak dari yg jabatan rendah sampai yg tinggi .","0"
"pak purbaya pendekar sejati .","0"
"mantab pak purbaya lugas gamblang. kecilkan pajak menyerap tenaga kerja pabrik rokoknya.","0"
"semangat pak","0"
"turunin cukai rokok pak...ada berapa juta perokok di indonesia akan mendukung anda","0"
"57 dari harga itu di setor ke negara, tapi negara tidak mampu memjamin industri ini dari rokok ilegal, uangnya aja yang mau, tapi kerja dan tanggung jawabnya kagak","0"
"semoga bpk mjd pahlawan rakyat... rakyat bkn pemalas rakyat sudah bekerja keras hanya saja bahan kebutuhan pokok mahal n tdk sesuai dgn gaji yg di terima","0"
"cukai rokok 57 ,lalu uang pajak cukai dikorupsi sama para fir'aun.. mending beli rokok yang noncukai,itung itung kita bantu usaha kecil menengah","0"
"mantap pak pur terus bekerja","0"
"aq suka cara ngomongnya.. kita jdi lebih tahu","0"
"semogah pak mentrinya sehat selalu,bukan hanya pencitraan","0"
"bagus banget pemikirannya","0"
"mantap pak utek nya.....terus maju","0"
"sambil merem nyimaknya jadi keinget sama alm rizal ramli.","0"
"kalau bisa mbg di bagi pak porsinya biar semakin banyak kegiatan,mungkin maksimal 500 porsi,biar dak terlalu over 1orang bisa ribuan porsi, akibatnya mbg makanan jadi kurang segar soalnya masaknya malam di kerja porsi yg terlalu banyak,mungkin 1 umkm maksimal 500 itu saran saya,atau di setiap sekolah orang kampung itu sendiri yg ngelolan mbg nya","0"
"baru menjabat sdh jatuh hati ay","0"
"keren pak, keren, smoga smakin kesini, smoga makin makin, minimal smakin lumayan, mengherakkan sektor industri pnyerap tnaga krja","0"
"pak menkeu juga mesti mikirin pembayar2 pajak kelas menengah dg pph 15 25 sudah megap2 rawan tertarik kekelas bawah bahkan miskin. perbaiki lg layer pajak, naikan kontribusi tka untuk negara dg langsung memberi pajak tertinggi supaya sdm yg masuk benar2 tenaga ahli","0"
"lanjutkan pak mentri","0"
"logika bapak sangat masuk akal,","0"
"pekerjaan yg paling mudah dan menyenangkan adalah... menghabiskan uang.... jadi pak mentri, harus lebih waspada dan berhati hati soal kucuran uang 200 triliun itu...","0"
"mantap pak mentri.","0"
"dulu mana pernah ada audiensi begini ya dengan kementrian, kita cuma disuruh nelen aja kebijakan mereka. bravo pak memkeu purbaya","0"
"pak menkeu mau datang ke jawa timur kediri ke pabrik gudang garam.. ayo pak turun lapangan biar cukai turun","0"
"gokil nih mentrii omongan nya simpel tapi strategis","0"
"menurut saya naik harga rokok tidak berpengaruh signifikan terhadap pengguna rokok. harga rokok mahal membuahkan solusi munculah rokok tanpa cukai harga murah, mereka terap aja merokok tapi dengan beralih rokok murah, malah akibatnya menurunkan produksi pendapatan rokok dalam negeri. keuangan kita bocorrrrr . akibatnya ya itu karyawan pada dipecat jadi pengangguran karena efesiensi pabrik rokok,","1"
"kwsimpulan yg tepat pak , mantapp","0"
"mantap pak mentri","0"
"omongannya masuk akal dan fair, mantap","0"
"ganteng nih orang solusinya ga kebijakan sepihak, tapi kebijakan yang juga mengayomi lanjutkan pak mentri","0"
"menkeu kereen","0"
"bagus lanjuttt","0"
"pak, rokok cukainya tinggi gpp walaupun mempengaruhi lapangan kerja, tp udah pasti nanti bocah2pun pada bisa beli rokok. rokok cukainya mahal aja mereka bisa beli. dikasih uang jajan sekolah malah buat beli rokok, nongkrong, ga jadi sekolah. masih banyak ladang di indonesia, terutama tambang. terakhir saya ke makasar nikel di pegang sama cina kata temen saya. pantes satu pesawat batik waktu saya ke makasar banyak orang cina. terus temennya temen saya di makasar info juga, malah udah sampe neira katanya. ini baru bahas soal nikel. masih banyak tambang dan sda lain di indonesia. regulasi expat bekerja di indonesia juga harus di rubah. bukan selalu expat yang ada di level atas sedangkan lokal di bawah. saya paham mungkin mereka punya nilai investasi tinggi di negara kita untuk membangun sebuah perusahaan. tp kan bukan berarti semuanya di keruk sampai ke sdm kita. disitulah keunggulannya para pejabat2 ini membentuk sebuah sistem yang sistematis, produktif dan efisien ke semua level. kalo semuanya minus untuk indonesia dan rakyat, sama dengan kita masih di jajah dong. sejauh ini saya kerja ke negara uae. semua sistem berbasis legal sebagai non lokal tidak ada hal kepemilikan. dan lokal disini gajinya lebih tinggi daripada expat. bahkan sampai jam kerja mereka suka2 dia aja walaupun ada jam kerjanya juga teruntuk orang2 mereka. kalo udah punya sistem kayak begini negara mana dan bangsa mana yang berani?? ya saya juga paham mungkin butuh proses untuk perbaikannya. tapi kita bisa liat dari sisi negara sebrang ini, sistem yang mereka bentuk itu kuat. sehingga ga ada pihak manapun yang di rugikan. just saran.","0"
"keren pak. ekonomi menengah kebawah yg menjerit terasa daya beli dll menurun..","0"
"semogah pak purbaya dsn kdm r1 dan ri2 amin","0"
"bagus pak sampai dampak kebijakan juga harus dicarikan solusinya, keren smg amanah untuk rakyat menegah bawah pak menkeu baru","0"
"pro rakyat, keren mentriku","0"
"tepuk tangan","0"
"mana spt ni bu sri?....kereeen pa","0"
"pak saya petani tembakau tolong cukae rokok di turunin, kalao gak turun dampaknya petani tembakau rugi terus","0"
"jadi bukan karena banjir rokok ilegal. tapi masyarakat sdh balik ke tradisional. gak pada beli rokok pabrikan. sudah balik ke rokok linting dewe jadi pada beli tembakau langsung dari petani.","1"
"hebat mentri ini,","0"
"mantaaaap.....gassss poool pak ....","0"
"siap siap aja kita sebagai masyarakat harus tangkis serangan opini dan berita hoaks negatif yang nanti nya akan datang, karna orang orang yang seperti ini pa prabowo, kdm dan pa purbaya ga akan membuat nyaman bagi oknum koruptuor seperti yang sudah ter struktur dan terorganisir di negara ini.","0"
"the best pak menkeu hiji oge maung","0"
"mentri yg cerdas bngt","0"
"hebat","0"
"ini kalau di sandingin sama wapres jauh amat.. ibarat real estate vs rumah reot.. pemikirannya luas, ga cuman janji 19 juta lapangan kerja..","0"
"57 saya sangat setuju sekali, apa salahnya 57 ? kl perlu ditambah lg. pengangguran ya ada industri lain selain rokok, itu kementrian perindustrian, kementrian sdm gmn? itu bukan tugas kementrian keuangan menurut saya. menurut saya cukai rokok tinggi, bisa untuk mengurangi beban pajak kebutuhan pokok.","0"
"bpk menkeu ini santai bgt dan sering bgt melayani press,... klo yg sebelum nya seperti terbatas dan takut sama press","0"
"turunkan pajak ppn pak, dan penghasilan juga turunin untuk masyarakat klas bawah. dn perketat pajak barang mewah dan pajak penjabat dan orang orang kaya.","0"
"pak. hilangkan bunga untuk kredit bank keperluan umkm dong pak. biar ekonominya muter dulu baru ketika kredit ke 2 ada bunganya disaat usaha udah pasti naik butuh modal kelanjutan. atau dikasih persyaratan keringanan ketika kreditur melampirkan invoice pembelanjaan untuk usaha ke bank.","0"
"mantap purbaya.tindakan yg tepat.","0"
"mantap","0"
"mantap pak","0"
"mudahan amanah pak, aamiin","0"
"semoga benar2 mengabdi utk negara...","0"
"boleh juga pak idenya....masuk akal..semoga bisa segera diterapkan","0"
"enak jawab nya ""sy pelajari dlu ya"", paling ga dia jujur dan ga asal jawab klo blm memahami. walaupun di pelajari atau ga nanti nya. drpd di jawab ""lah kok tny sayaaaaaaa","0"
"mntap pakk semoga selalu d jlan yg benar tdak tergoda uang","0"
"alhamdulillah...semoga menjadi landasan positif bagi para pengambil kebijakan..istiqomah selalu pro aktiv syafaqillah menkeu sekarang menuju kebaikan.","0"
"pajak cpo kelapa sawit jga perlu d refisi ulang pak, terlalu tinggi sehingga sangat memberat kan petani kelapa sawit.","0"
"yg mau dikurangi itu bkn jumlah perokok dgn mencekik pajak tp jumlah biaya yg harus ditanggung rakyat lewat pajak untuk menghidupi gaji dan tunjangan2 pejabat yg diluar nalar","0"
"mantab dan sangat logic akal sehat","0"
"kasih jalan untuk pengusaha pengusaha baru jangan persulit perijinan jangan dimonopoli brand brand besar saja,cukai turun brand brand besar sumringah bisa tindas lagi pengusaha pengusaha kecil yang juga pengen sukses.","0"
"sebenarnya ada bagusnya cukai tinggi, supaya orang tidak merokok.","0"
"biarlah perekonomian berputar di masyarakat pak...cukai,pajak turunkan sedasar dasar nya","0"
"jgn di turunkan, biar tambah cukainya pak, biar pemasukan byk, uang di korupsi trus dan lancar","0"
"pak koboy ini kayaknya pinter kalo denger pembicaraannya. hanya saja kita tunggu pelaksanaanya gimana.","0"
"keren pak mentri","0"
"mantap jga menteri nya yg satu ini","0"
"pasti kerja ny insyaallah bagus,ini adalah contoh menteri yg tdk terikat dgn partai","0"
"betul pk......industri kalau gk jalan berdampak bagi banyak penganguran.","0"
"kebijakan menteri sebelumnya ttg rokok mmg kurang tepat akibat diagnosis yg keliru akibatnya obat yg diberikan jg keliru. tentu masih ingat ttg statemen pejabat yg mengatakan rakyat miskin karena beli rokok, padahal klo pejabatnya cermat gk gtu jg. klo merokok mengganggu kesehatan ya bisa diterima, tetapi bukankah makanan yg dikonsumsi saat ini umumnya mengandung bahan pengawet yg memiliki resiko kesehatan cukup tinggi??? spti penjelasan bpk menteri ternyata pendapatan negara malah menurun dgn kenaikan cukai rokok, gk heran dicarikan pengganti dgn eksploitasi tambang besar""an yg ternyata dikorup jg. untk produk"" online yg kw alias palsu mmg sebaiknya dicegah bukan malah dipajakin. yg asli import bolehlah dipajakin tinggi.","0"
"klu diuji, pajak rokok yg paling terbesar, pk mentri, dg kebijakan utk mengevaluasi pajak rokok, cocok sekali,. jangan sampai ada pengurangan tenaga kerja. tksih","0"
"andaikan cukai rokok pabrikan murah seperti marlboro yg sekarng 52 rbu bks menjadi 30rb bks,kami sebagai perokok akan kembali kesetelan awal beli rokok pabrikan.","0"
"mantap pak","0"
"terus bekerja seperti ini pak.. jangan sampai kebijakan anda menyusahkan rakyat jangan mau disuap, ini pesan untuk anda kedepannya..","0"
"benar benar menarik trmuannya, ada who di belakang kebijakan yg dibterapkan.","0"
"bapak ini menteri keuangan tapi dia juga menguasai bidang ekonomi karena uang di kaitkan dengan ekonomi beda dengan srimulyani yang taunya cuma uang doang","0"
"kalo bisa prodak rokok ilegal bs dikasih izin biar tambh menyerap tenaga kerja jgn di larang biar industri makin banyak dampaknya ke rakyat makin sejah tera","1"
"sebenernya bukan ga dikasih ijin sih mas, cuma pengusahan rokok ilegal ogah minta ijin, soalnya kalau rokoknya sudah berijin pasti ada pajaknya. dan itu bikin rokoknya tambah mahal. maka nya mereka curang, ga mau dipajak","0"
"keren pak. mohon dilihat juga program dan kebijakan untuk kami di maluku.","0"
"makannya jarum hari ini di nyatakan sudah bangkrut. akibat cukai. kami para pembeli surya keberatan dan sudah biasa beralih ke roko tanpa cukai. makannya dampaknya adalah pembeli roko yg ada cukainya menurun. orang bukan berhenti meroko, karena beralih ke roko yg ekonomis tanpa pajak. apa apa di pajakin, kami sudah muak dengan negara ini. apapun di pajakin dan pajaknya sangat tinggi. bayangin negara hidup 82.4 dari pajak. kemana aja sda, bumn, dan uang dari hutang dan pajak selama ini. apakah cuma habis di korupsi. masa negara ngelola saja gak becus, apalagi kalau membuat.","0"
"semangat pak. hati yg bersih akan menuntun kita pada kebijakan yg adil dan beradab","0"
"tooppp pak ..","0"
"setuju pak menteri toooop.","0"
"aku optimis pada menteri keuangan dan menteri pertanian. okok tanpa cukai ada di beberapa minimarket dg harga 10rban. siapa yg produksi atau bekingnya ???","0"
"untuk rokok saya setuju 57 . ...","0"
"sistem ecom dibenahi pak, mereka lbh mematikan umkm daerah krna hrga yg tdk berimbang. gimana ekonomi daerah maju, org pd pny duit tp di anterin ke tmpt lain.","0"
"bijaksana.","0"
"setuju banget","0"
"bea cukai ini tdk memikirkan karyawan klau pajak rokok naik trus pasti ada phk dan banyak kena imbasnya petani tabaku dan karyawan pabrik rokok,kasiang rakyat mudah2 mentri ini boleh menurutkan pajak rokok biar karyawan tdk di phk banyak","0"
"pajak rokok tinggi menimbulkan masalah bagi perusahaan rokok resmi,yg membuat dilema karena untuk mengurangi beban produksi mau tidak mau harus mengurangi karyawan yg tentu berdampak pada bertambahnya pengangguran... untuk program mbg justru bagus karena berefek domino dalam membangun ekonomi masyarakat karena terbangun simbiosis mutialistis antara petani sebagai sumber pangan dan para pekerja di dunia kuliner, tapi ingat pengawasan yg ketat tetap di perlukan untuk mengantisipasi penyalahgunaan anggaran.","0"
"kalau saya melihat laporan gg kasihan perusahaan rokok ! ya tak manusiawi tak adil !!! ya kalau kesehatan alasan nya kasih filter dll tapi ya pajak kok gede banget !!!!","0"
"mantaaaap.... semoga harga rokok segera turun pak purbaya ocee","0"
"mentri paling loyal sama pertanyaan.","0"
"mantap pak purbaya...","0"
"ak mulai suka sama beliau inu","0"
"sehat selalu pak menteri,suka humor juga dan gaya koboynya","0"
"sementara ini stetmen pak dewa semoga terealisasi dan konsisten","0"
"selalu jaga amanah ya pak","0"
"mantap pak","0"
"mulai suka dengan menteri ini sihh...","0"
"anak anak dikalimantan barat 3 6 bulan yg bekerja survey dan pengawasi dapur mbg belum satu orangpun yg menerima gaji dan statusnya pun tidak jelas asn p3k atau kariawan biasa","0"
"turunin semua pajak pak,termasuk pajak kendaraan dan pajak pbb","0"
"trimakasih pak menkeu msh mau mikir sodara2 kami yg kena phk","0"
"mantap memang idol","0"
"naikin cukai roko bukan mengurangi peroko,justru malah beralih ke roko ilegal,dan roko bercukai produksi turun malah karyawan phk yang akhirnya malah nambah pengangguran perokoko tetap karena beralih ke roko ilegal","0"
"turunkan harga surya","0"
"keren pak pur ini","0"
"ngeri cara berpikir bapak teknokrat ini. mudah mudahan amanah.","0"
"mantap emang pa purbaya ini","0"
"tetap sehat pak semoga pa menteri tidak dapat ancaman laten","0"
"kebijakan, dampak...solusi. sangat bijaksana","0"
"moga pak purbaya sehat sllu","0"
"yang janjikan 19jt lowongan kerja gimana pak? kok malah banyak pemecatan buruh. kok malah banyak pengangguran,","1"
"top markotop pak pur","0"
"kebijakan pajak tinggi dan cukai tinggi mengakibatkan...berhenti produksi...berhenti produksi akhirnya ribuan karyawan phk.....pajak tinggi, cukai tinggi menciptakan ribuan pengangguran baru. makanya ayok...yg realistis saja supaya tidak ada phk...supaya tidak ada pengangguran baru,,, supaya rakyat bisa makan. nol kan pajak dan bea cukai nya.","0"
"menteri terbaik si","0"
"yang rakyat harapkan bukan membahas rokok pak menteri bahas sembako sandang papan pangan biar jangan terlalu mahal.","0"
"dibalik pengerdilan industri daun tembakau, daun ganja mengambil alih posisinya, mulai menjangkau pelosok2 pedesaan.. mohon perhatian nya","0"
"mantap pur!!!!","0"
"yg ngurus mbg kelamaan realisasi ke daerah2, penyerapan anggaran nya lambat..","0"
"turunkan cukai rokok pak maka semakin banyak rakyat yang jumlahnya jutaan akan bahagia","0"
"hebat ini","0"
"keren,, hapus tax amnesti. klu org kecil pajaknya gak seberapa. tapi klu org kaya, dengan perusahaan dan aset yg banyak, apa rela klu mereka gak bayar pajak.","0"
"bapak ini menkeu, ignasius jonan mentri perindustrian beres indonesia ini dengan mereka berdua aja..","0"
"semua yg diomongkan dan direncanakan pak menteri ini bukan hal baru. menteri² terkait sebelumnya juga sudah melihat dan menyadari itu, dan juga sudah mencoba menyelesaikannya. tapi ""terpental"" ada tembok resistensi besar yang maha tebal yg, selama ini tidak bisa didobrak, bernama korupsi, kolusi, nepotisme? kita lihat aja, sot kata beliau, 3 bulan ke depan okt, nov. des . purbaya seorang prndekar sakti bukan yang mampu melibas semua itu. atau, dia hanya ""katak"" dalam tempurung?","0"
"keren pak","0"
"tutup industri rokok gpp tp mitigasikan karyawan korban phk pabrik rokok. krn industri rokok tidak termasuk narkoba berarti mereka tenaga kerja legal yg ditarik pajak pph dan lain sebagainya. bukan industri yg memang dari awal tergolong narkoba.","0"
"persentase cukai rokok itu hitungannya bagaimana.. seperti ini masa 57 ? gudang garam surya 16 harga rp. 38.000, itu di potong cukai rp. 22.800, pabrik dapat rp. 15.200, belum potong biaya produksi dan lain2.","1"
"kalau hitungan orang normal seperti ini namanya 160 harga pokok produk. tapi kenapa bisa cara hitungnya harga total 38000 x 60 ? padahal harga produknya 15.200, bukan 38.000. apa ini berarti harganya sudah ditentukan dulu?","0"
"itu semua .. ujung2nya rakyat jelata juga yg bayar .. konglomeratnya mah biasa2 aja .. tetep kaya raya .. mungkin juga tambah kaya lagi","0"
"semoga bagus yg ini drpda sebelumnya","0"
"sy yakin ekonomi lebih bergairah dr tangan doi","0"
"keren pak mentri","0"
"mantab pak","0"
"betul itu masa lebih tinggi pajakya dari pada harganya","0"
"makanan bergizi berikan saja kepada kantin2 sekolah yg kelola spy ukm berjalan dan pengelolaan dipantau akademi gizi spy lebih mudah dan efisien jangan dikelola oleh pengusaha besar hasilnya tdk baik makanan kurang terkontrol dan menyedian jumlah besar","0"
"kok kaget sih, harusnya udah tau lah, emang nya harus jadi ketua mentri keuangan dulu baru cari tau? diberitakan udah banyak kabarnya, jangan kan pajak rokok, semua usaha pajaknya diluar nalar, tapi hutang negara gak juga berkurang","0"
"bahahaha... pusing pusing kalian pegawai malas, ga bisa nunggu lagi sampai akhir tahun baru ngabisin anggaran. kerja kerja kerja, ga bisa kerja kalian disikat. good job pak purbaya","0"
"mantapp..","0"
"dari dulu walaupun cukai pajak rokok kecilpun banyak jg yg gulung tikar, skg naikpun jg banyak gulung tikar, yg aneh apa? berikan isentif, bantuan jg utk karyawan dan perokoknya itu baru penyelesainnya mis, karyawan rokok dan perokok di subsidi dibidang kesehatan dan makanan sehat gratis jika berobat","0"
"pak pean kejar ada yg nerima suwap beres kok lolos lagi","1"
"keren...","0"
"nyimak2 berjalan nya waktu,.. pelan2 sedikit terkuak ya biang kerok perekenomian indonesia maju mundur,.. karena apa dan siapa,... mungkin ada perintah siapa,..","0"
"turunkan aja cukai nya , yang ngeroko tetap merokok pak. industri pada tutup nti kalau pajak tingggi.","0"
"lindungi juga penulis dan penerbit buku dari buku² bajakan yg dijual bebas dimarketplace","0"
"mantap ,jng di peduli yg bilang koboy penting pro rakyat,maju terus","0"
"kalau bisah trif rokok di pasaran di btsi harga tertinggi di nilai 20rb di renda 15rb.","0"
"jadi ingat bu puji ex. menteri kelautan","0"
"bagus ni mentri...","0"
"mana nih mahasiswa ui yg tiba tiba demo pak purba?? aneh giliran dpr bikin statement parah malah pada diem..","0"
"semoga selalu sehat dan berhasil pak","0"
"baru ada yang ngeh setelah sekian tahun bea cukai naik... maka nya pt gudang garam tutup buku , jual rokok 30rb masuk kantong cuma 12rb , yang gk ngapa""in dpt jatah gede contoh","0"
"bea cukai diturunkan terus jangan dikorupsi ini akan menghilangkan rokok ilegal karena meteka mampu bayar dan dan rakyat mampu beli apalagi bagi petani kecil","0"
"akibat pajak rokok tinggi jdi masyarakat lindungi rokok tanpa cukai rokok","0"
"diliat , diawasi , dikawal sampe kebijakn p.purba adil amanah krn allah swt aamiin.","0"
"semakin pajak rokok dinaikan, semakin mahal harga rokok dan semakin berkurang uang dapur ibu2nya, karena dialokasikan utk beli rokok.","0"
"kurangi harga rokok.. dengan bgtu bisa mengurangi pengeluaran bapak bapak !!!","0"
"keren lu pak","0"
"lindungi org baik ni.","0"
"betah dengerin pak purbaya dan pak dedi mulyadi tuh .","0"
"coba seharusnya dari dulu dapat pemerintahan yang begitu the next bahlil","0"
"20tahun sri membikin tambah buruk ekonomi menengah ke bawah indonesia..","0"
"mantap ini bapak....","0"
"gua lagi bayangin berapa puluh trillyun kekayaan srimulyani saat ini...","0"
"soalnya rokok lokal banyak pak djati dll saya suka harga bermasyarakat","0"
"gw suka mentri ini","0"
"tidak membuat harganya turun.","0"
"mentalaaa pak mentri, bismillah","0"
"mudah mudahan pak purbaya sehat selalu...bnyak kebijakan kebijakan sebelumnya yg tidak mendukung rkyat musti dirubah","0"
"keren nih pola pikirnya pak purba.","0"
"masak belom pernah dengar pak","1"
"jika menteri ini bisa menurunkan harga rokok sekelas contoh marlboro merah menjadi rp.20rb sampoerna mild menjadi rp.15rb maka rakyat indonesia 40 akan makmur, sebab, ekonomi keluarga baik buruknya tergantung uang saku laki2 perokok","0"
"masuk akal banget logika pemikirannya, beda kaya sales imf","0"
"mantap nii pak purbaya","0"
"bapak metri yang","0"
"pajak rendah negara nya hutang entah kemana uang nya. pajak tinggi negara berhutang entah kemana hasil pajak nya. padahal rakyat bayar pajak itu membantu negara agar tidak berhutang dan ada imbal balik nya kpd rakyat bukan untuk gaji,fasilaitas dan tunjangan kalian saja !!!!! masalah nya di politik rakus dan penegakan hukum nya amburadul.","0"
"mantap pak purbaya","0"
"nah ini neh menteri nyentrik, bukan cuma naikin cukai selangit tapi mematikan usaha orang, ribuan terdampak pengangguran, kejahatan akhirnya banyak. harus dipikir sampe dampak dan solusinya","0"
"ini yg tunggu..","0"
"keren pak....","0"
"orang kaya tiru ini ya, punya uang jangan disimpan di bank tapi untuk dibuat usaha yang bermanfaat luas","0"
"yang perokok harus di edukasi bahaya merokok bukan bunuh usahanya, pak mentri berpikirnya sampai ke petani rokok, pengusaha, pekerja dllnya, pak menkeu dan kdm kalau berbicara seperti seorang ayah","0"
"jangankan cukai rokok, tabungan bpjs ketenagakerjaan saat pensiun aja kalian pajakin yg jelas2 tabungan bekal orang pensiun.","0"
"pemikiran jangka panjang top wan","0"
"ini yg bner mikirin rakyat.. bukan asal pajak pajak dan pajak.. mikirin dampaknya juga","0"
"ternyata industri kita di tekan oleh luar. mereka tdak suka kita maju bersaing international","0"
"keren nih menteri","0"
"ratu pajak kebanyakan teori bikin susah... pak purbaya action lugas untuk selamatan anggaran yg berdaya guna.. kita tunggu impact nya kalau melenceng kita ingatkan","0"
"ya pak sekarang susah cari kerja karena lapangan kerja semangkin sedikit","0"
"hahaha pak mentri ini bicara apa adanya dan kocak, cm hati2 banyak yg tdk suka","0"
"kalau ke jawa timur jng ke pabrik besar p.menteri datang ke madura p.menteri biar bapak ngerti keadaan pabrik di madura p.menteri...","0"
"andai bahlil mau mencontoh pak menkeu kalau mau bikin kebijakan","0"
"i don't want to be fooled at the first impression... as long as your policies can bring a changes to thins country to going better, why not... we are all citizen will support your policies. just prove it!!!","0"
"sehat sehat pak","0"
"mitigasinya apa? ngga ada sekelas negara bikin kebijakan yg menyangkut hajat banyak orang pembahasanya sedangkal itu","0"
"pak purbaya....itu banyak umkm yang dikenakan ketetapan sangsi pajak yang tinggi diluar nalar pak....mohon ditinjau pak....karena oknum pejabat pajak yang main memeras klo ga berhasil mereka pake cara nilai ketetapan yang luar biasa nilainya.....","0"
"seneng liat pejabat yang bener2 ngerti sama apa yg mereka kerjain keliatan beliau cinta sama pekerjaannya jadi bkin optimis","0"
"melindungi market rokok dr luar naikan cukai nya,dalam negri turunkan","0"
"bapa ini keren sih santai berbobot","0"
"kerenn","0"
"hebatttt","0"
"purapura kaget","0"
